Operation,Database,ElapsedUs,EntityType,EntityCount,Scale
DeleteAsync,PostgreSQL,5167,Athlete,1,10
DeleteAsync,MongoDB,1416,Athlete,1,10
DeleteAsync,PostgreSQL,5263,Event,1,10
DeleteAsync,MongoDB,1410,Event,1,10
DeleteAllAsync,PostgreSQL,22110,Result,35451,10
DeleteAllAsync,MongoDB,255235,Result,35499,10
DeleteAllAsync,PostgreSQL,1190788,Athlete,17279,10
DeleteAllAsync,MongoDB,107907,Athlete,17279,10
DeleteAllAsync,PostgreSQL,100994,Event,1389,10
DeleteAllAsync,MongoDB,9304,Event,1389,10
AddManyAsync,PostgreSQL,284086,Athlete,17280,10
AddManyAsync,MongoDB,243131,Athlete,17280,10
AddManyAsync,PostgreSQL,53539,Event,1390,10
AddManyAsync,MongoDB,31686,Event,1390,10
AddManyAsync,PostgreSQL,912623,Result,35500,10
AddManyAsync,MongoDB,689395,Result,35500,10
GetByIdAsync,PostgreSQL,12544,Athlete,1,10
GetByIdAsync,MongoDB,39230,Athlete,1,10
GetByIdAsync,PostgreSQL,3258,Event,1,10
GetByIdAsync,MongoDB,4429,Event,1,10
GetByIdAsync,PostgreSQL,3352,Result,1,10
GetByIdAsync,MongoDB,4949,Result,1,10
GetAllAsync,PostgreSQL,47073,Athlete,17280,10
GetAllAsync,MongoDB,101219,Athlete,17280,10
GetAllAsync,PostgreSQL,8679,Event,1390,10
GetAllAsync,MongoDB,15510,Event,1390,10
GetAllAsync,PostgreSQL,73638,Result,35500,10
GetAllAsync,MongoDB,760313,Result,35500,10
UpdateAsync,PostgreSQL,3847,Athlete,1,10
UpdateAsync,MongoDB,10437,Athlete,1,10
UpdateAsync,PostgreSQL,2988,Event,1,10
UpdateAsync,MongoDB,1737,Event,1,10
UpdateAsync,PostgreSQL,2820,Result,1,10
UpdateAsync,MongoDB,1699,Result,1,10
DeleteAsync,PostgreSQL,2788,Result,1,10
DeleteAsync,MongoDB,6921,Result,1,10
DeleteAsync,PostgreSQL,5652,Athlete,1,10
DeleteAsync,MongoDB,1351,Athlete,1,10
DeleteAsync,PostgreSQL,5343,Event,1,10
DeleteAsync,MongoDB,1322,Event,1,10
DeleteAllAsync,PostgreSQL,21420,Result,35451,10
DeleteAllAsync,MongoDB,250044,Result,35499,10
DeleteAllAsync,PostgreSQL,1190669,Athlete,17279,10
DeleteAllAsync,MongoDB,107301,Athlete,17279,10
DeleteAllAsync,PostgreSQL,99560,Event,1389,10
DeleteAllAsync,MongoDB,9438,Event,1389,10
AddManyAsync,PostgreSQL,295432,Athlete,17280,10
AddManyAsync,MongoDB,242356,Athlete,17280,10
AddManyAsync,PostgreSQL,49983,Event,1390,10
AddManyAsync,MongoDB,31874,Event,1390,10
AddManyAsync,PostgreSQL,914828,Result,35500,10
AddManyAsync,MongoDB,663162,Result,35500,10
GetByIdAsync,PostgreSQL,11844,Athlete,1,10
GetByIdAsync,MongoDB,38115,Athlete,1,10
GetByIdAsync,PostgreSQL,3333,Event,1,10
GetByIdAsync,MongoDB,4471,Event,1,10
GetByIdAsync,PostgreSQL,3418,Result,1,10
GetByIdAsync,MongoDB,4864,Result,1,10
GetAllAsync,PostgreSQL,42025,Athlete,17280,10
GetAllAsync,MongoDB,95322,Athlete,17280,10
GetAllAsync,PostgreSQL,7995,Event,1390,10
GetAllAsync,MongoDB,14211,Event,1390,10
GetAllAsync,PostgreSQL,67988,Result,35500,10
GetAllAsync,MongoDB,706759,Result,35500,10
UpdateAsync,PostgreSQL,3437,Athlete,1,10
UpdateAsync,MongoDB,11680,Athlete,1,10
UpdateAsync,PostgreSQL,3834,Event,1,10
UpdateAsync,MongoDB,1850,Event,1,10
UpdateAsync,PostgreSQL,3744,Result,1,10
UpdateAsync,MongoDB,1993,Result,1,10
DeleteAsync,PostgreSQL,3052,Result,1,10
DeleteAsync,MongoDB,7534,Result,1,10
DeleteAsync,PostgreSQL,6341,Athlete,1,10
DeleteAsync,MongoDB,1410,Athlete,1,10
DeleteAsync,PostgreSQL,5935,Event,1,10
DeleteAsync,MongoDB,1541,Event,1,10
DeleteAllAsync,PostgreSQL,22809,Result,35451,10
DeleteAllAsync,MongoDB,265217,Result,35499,10
DeleteAllAsync,PostgreSQL,1323898,Athlete,17279,10
DeleteAllAsync,MongoDB,120700,Athlete,17279,10
DeleteAllAsync,PostgreSQL,108598,Event,1389,10
DeleteAllAsync,MongoDB,10550,Event,1389,10
AddManyAsync,PostgreSQL,1204287,Athlete,34560,20
AddManyAsync,MongoDB,1189115,Athlete,34560,20
AddManyAsync,PostgreSQL,94202,Event,2780,20
AddManyAsync,MongoDB,52250,Event,2780,20
AddManyAsync,PostgreSQL,2222153,Result,71000,20
AddManyAsync,MongoDB,1827615,Result,71000,20
GetByIdAsync,PostgreSQL,12785,Athlete,1,20
GetByIdAsync,MongoDB,43552,Athlete,1,20
GetByIdAsync,PostgreSQL,3563,Event,1,20
GetByIdAsync,MongoDB,4543,Event,1,20
GetByIdAsync,PostgreSQL,3814,Result,1,20
GetByIdAsync,MongoDB,4837,Result,1,20
GetAllAsync,PostgreSQL,69026,Athlete,34560,20
GetAllAsync,MongoDB,187363,Athlete,34560,20
GetAllAsync,PostgreSQL,35096,Event,2780,20
GetAllAsync,MongoDB,29615,Event,2780,20
GetAllAsync,PostgreSQL,116418,Result,71000,20
GetAllAsync,MongoDB,980397,Result,71000,20
UpdateAsync,PostgreSQL,3609,Athlete,1,20
UpdateAsync,MongoDB,12218,Athlete,1,20
UpdateAsync,PostgreSQL,2859,Event,1,20
UpdateAsync,MongoDB,1878,Event,1,20
UpdateAsync,PostgreSQL,3043,Result,1,20
UpdateAsync,MongoDB,1654,Result,1,20
DeleteAsync,PostgreSQL,2745,Result,1,20
DeleteAsync,MongoDB,6750,Result,1,20
DeleteAsync,PostgreSQL,7720,Athlete,1,20
DeleteAsync,MongoDB,1478,Athlete,1,20
DeleteAsync,PostgreSQL,8055,Event,1,20
DeleteAsync,MongoDB,1528,Event,1,20
DeleteAllAsync,PostgreSQL,39923,Result,70951,20
DeleteAllAsync,MongoDB,578398,Result,70999,20
DeleteAllAsync,PostgreSQL,5191913,Athlete,34559,20
DeleteAllAsync,MongoDB,229002,Athlete,34559,20
DeleteAllAsync,PostgreSQL,410463,Event,2779,20
DeleteAllAsync,MongoDB,17669,Event,2779,20
AddManyAsync,PostgreSQL,509927,Athlete,34560,20
AddManyAsync,MongoDB,407246,Athlete,34560,20
AddManyAsync,PostgreSQL,95030,Event,2780,20
AddManyAsync,MongoDB,47172,Event,2780,20
AddManyAsync,PostgreSQL,1755286,Result,71000,20
AddManyAsync,MongoDB,996656,Result,71000,20
GetByIdAsync,PostgreSQL,15163,Athlete,1,20
GetByIdAsync,MongoDB,41474,Athlete,1,20
GetByIdAsync,PostgreSQL,3449,Event,1,20
GetByIdAsync,MongoDB,4367,Event,1,20
GetByIdAsync,PostgreSQL,3454,Result,1,20
GetByIdAsync,MongoDB,4621,Result,1,20
GetAllAsync,PostgreSQL,66676,Athlete,34560,20
GetAllAsync,MongoDB,188887,Athlete,34560,20
GetAllAsync,PostgreSQL,13237,Event,2780,20
GetAllAsync,MongoDB,31047,Event,2780,20
GetAllAsync,PostgreSQL,123623,Result,71000,20
GetAllAsync,MongoDB,1124347,Result,71000,20
UpdateAsync,PostgreSQL,4031,Athlete,1,20
UpdateAsync,MongoDB,10540,Athlete,1,20
UpdateAsync,PostgreSQL,2985,Event,1,20
UpdateAsync,MongoDB,1616,Event,1,20
UpdateAsync,PostgreSQL,2675,Result,1,20
UpdateAsync,MongoDB,1785,Result,1,20
DeleteAsync,PostgreSQL,2780,Result,1,20
DeleteAsync,MongoDB,6696,Result,1,20
DeleteAsync,PostgreSQL,7729,Athlete,1,20
DeleteAsync,MongoDB,1292,Athlete,1,20
DeleteAsync,PostgreSQL,9028,Event,1,20
DeleteAsync,MongoDB,1217,Event,1,20
DeleteAllAsync,PostgreSQL,34042,Result,70951,20
DeleteAllAsync,MongoDB,480985,Result,70999,20
DeleteAllAsync,PostgreSQL,4803569,Athlete,34559,20
DeleteAllAsync,MongoDB,248228,Athlete,34559,20
DeleteAllAsync,PostgreSQL,414320,Event,2779,20
DeleteAllAsync,MongoDB,18583,Event,2779,20
AddManyAsync,PostgreSQL,497331,Athlete,34560,20
AddManyAsync,MongoDB,371874,Athlete,34560,20
AddManyAsync,PostgreSQL,68810,Event,2780,20
AddManyAsync,MongoDB,44966,Event,2780,20
AddManyAsync,PostgreSQL,1707639,Result,71000,20
AddManyAsync,MongoDB,1023640,Result,71000,20
GetByIdAsync,PostgreSQL,13603,Athlete,1,20
GetByIdAsync,MongoDB,40558,Athlete,1,20
GetByIdAsync,PostgreSQL,3319,Event,1,20
GetByIdAsync,MongoDB,4735,Event,1,20
GetByIdAsync,PostgreSQL,3448,Result,1,20
GetByIdAsync,MongoDB,5696,Result,1,20
GetAllAsync,PostgreSQL,100552,Athlete,34560,20
GetAllAsync,MongoDB,171210,Athlete,34560,20
GetAllAsync,PostgreSQL,24264,Event,2780,20
GetAllAsync,MongoDB,28644,Event,2780,20
GetAllAsync,PostgreSQL,114002,Result,71000,20
GetAllAsync,MongoDB,1067684,Result,71000,20
UpdateAsync,PostgreSQL,3309,Athlete,1,20
UpdateAsync,MongoDB,11442,Athlete,1,20
UpdateAsync,PostgreSQL,3003,Event,1,20
UpdateAsync,MongoDB,1627,Event,1,20
UpdateAsync,PostgreSQL,2789,Result,1,20
UpdateAsync,MongoDB,1784,Result,1,20
DeleteAsync,PostgreSQL,2638,Result,1,20
DeleteAsync,MongoDB,7336,Result,1,20
DeleteAsync,PostgreSQL,7872,Athlete,1,20
DeleteAsync,MongoDB,1331,Athlete,1,20
DeleteAsync,PostgreSQL,7857,Event,1,20
DeleteAsync,MongoDB,1254,Event,1,20
DeleteAllAsync,PostgreSQL,34518,Result,70951,20
DeleteAllAsync,MongoDB,460724,Result,70999,20
DeleteAllAsync,PostgreSQL,4906963,Athlete,34559,20
DeleteAllAsync,MongoDB,219313,Athlete,34559,20
DeleteAllAsync,PostgreSQL,395765,Event,2779,20
DeleteAllAsync,MongoDB,17097,Event,2779,20
AddManyAsync,PostgreSQL,515095,Athlete,34560,20
AddManyAsync,MongoDB,385640,Athlete,34560,20
AddManyAsync,PostgreSQL,72734,Event,2780,20
AddManyAsync,MongoDB,45126,Event,2780,20
AddManyAsync,PostgreSQL,1806165,Result,71000,20
AddManyAsync,MongoDB,1042650,Result,71000,20
GetByIdAsync,PostgreSQL,13198,Athlete,1,20
GetByIdAsync,MongoDB,44949,Athlete,1,20
GetByIdAsync,PostgreSQL,3489,Event,1,20
GetByIdAsync,MongoDB,4566,Event,1,20
GetByIdAsync,PostgreSQL,3452,Result,1,20
GetByIdAsync,MongoDB,4581,Result,1,20
GetAllAsync,PostgreSQL,67730,Athlete,34560,20
GetAllAsync,MongoDB,174698,Athlete,34560,20
GetAllAsync,PostgreSQL,12509,Event,2780,20
GetAllAsync,MongoDB,25871,Event,2780,20
GetAllAsync,PostgreSQL,119488,Result,71000,20
GetAllAsync,MongoDB,1025838,Result,71000,20
UpdateAsync,PostgreSQL,3108,Athlete,1,20
UpdateAsync,MongoDB,11245,Athlete,1,20
UpdateAsync,PostgreSQL,2987,Event,1,20
UpdateAsync,MongoDB,1526,Event,1,20
UpdateAsync,PostgreSQL,2862,Result,1,20
UpdateAsync,MongoDB,1817,Result,1,20
DeleteAsync,PostgreSQL,2809,Result,1,20
DeleteAsync,MongoDB,7235,Result,1,20
DeleteAsync,PostgreSQL,7711,Athlete,1,20
DeleteAsync,MongoDB,1417,Athlete,1,20
DeleteAsync,PostgreSQL,7427,Event,1,20
DeleteAsync,MongoDB,1376,Event,1,20
DeleteAllAsync,PostgreSQL,34775,Result,70951,20
DeleteAllAsync,MongoDB,462525,Result,70999,20
DeleteAllAsync,PostgreSQL,4742408,Athlete,34559,20
DeleteAllAsync,MongoDB,215838,Athlete,34559,20
DeleteAllAsync,PostgreSQL,384284,Event,2779,20
DeleteAllAsync,MongoDB,16723,Event,2779,20
AddManyAsync,PostgreSQL,497147,Athlete,34560,20
AddManyAsync,MongoDB,376196,Athlete,34560,20
AddManyAsync,PostgreSQL,72470,Event,2780,20
AddManyAsync,MongoDB,45552,Event,2780,20
AddManyAsync,PostgreSQL,1759020,Result,71000,20
AddManyAsync,MongoDB,1123144,Result,71000,20
GetByIdAsync,PostgreSQL,15659,Athlete,1,20
GetByIdAsync,MongoDB,51155,Athlete,1,20
GetByIdAsync,PostgreSQL,4320,Event,1,20
GetByIdAsync,MongoDB,5448,Event,1,20
GetByIdAsync,PostgreSQL,3904,Result,1,20
GetByIdAsync,MongoDB,5278,Result,1,20
GetAllAsync,PostgreSQL,76418,Athlete,34560,20
GetAllAsync,MongoDB,181673,Athlete,34560,20
GetAllAsync,PostgreSQL,26949,Event,2780,20
GetAllAsync,MongoDB,33583,Event,2780,20
GetAllAsync,PostgreSQL,126015,Result,71000,20
GetAllAsync,MongoDB,1080161,Result,71000,20
UpdateAsync,PostgreSQL,3479,Athlete,1,20
UpdateAsync,MongoDB,11607,Athlete,1,20
UpdateAsync,PostgreSQL,3076,Event,1,20
UpdateAsync,MongoDB,1705,Event,1,20
UpdateAsync,PostgreSQL,2897,Result,1,20
UpdateAsync,MongoDB,1775,Result,1,20
DeleteAsync,PostgreSQL,2959,Result,1,20
DeleteAsync,MongoDB,7218,Result,1,20
DeleteAsync,PostgreSQL,8267,Athlete,1,20
DeleteAsync,MongoDB,1406,Athlete,1,20
DeleteAsync,PostgreSQL,7564,Event,1,20
DeleteAsync,MongoDB,1322,Event,1,20
DeleteAllAsync,PostgreSQL,38482,Result,70951,20
DeleteAllAsync,MongoDB,465081,Result,70999,20
DeleteAllAsync,PostgreSQL,4889890,Athlete,34559,20
DeleteAllAsync,MongoDB,221138,Athlete,34559,20
DeleteAllAsync,PostgreSQL,400717,Event,2779,20
DeleteAllAsync,MongoDB,17617,Event,2779,20
AddManyAsync,PostgreSQL,1499839,Athlete,86400,50
AddManyAsync,MongoDB,1109292,Athlete,86400,50
AddManyAsync,PostgreSQL,382590,Event,6950,50
AddManyAsync,MongoDB,138056,Event,6950,50
AddManyAsync,PostgreSQL,5044651,Result,177500,50
AddManyAsync,MongoDB,1764006,Result,177500,50
GetByIdAsync,PostgreSQL,12926,Athlete,1,50
GetByIdAsync,MongoDB,44439,Athlete,1,50
GetByIdAsync,PostgreSQL,3286,Event,1,50
GetByIdAsync,MongoDB,4396,Event,1,50
GetByIdAsync,PostgreSQL,3392,Result,1,50
GetByIdAsync,MongoDB,4995,Result,1,50
GetAllAsync,PostgreSQL,138065,Athlete,86400,50
GetAllAsync,MongoDB,314283,Athlete,86400,50
GetAllAsync,PostgreSQL,33772,Event,6950,50
GetAllAsync,MongoDB,60785,Event,6950,50
GetAllAsync,PostgreSQL,284458,Result,177500,50
GetAllAsync,MongoDB,1700460,Result,177500,50
UpdateAsync,PostgreSQL,3751,Athlete,1,50
UpdateAsync,MongoDB,11854,Athlete,1,50
UpdateAsync,PostgreSQL,3315,Event,1,50
UpdateAsync,MongoDB,1954,Event,1,50
UpdateAsync,PostgreSQL,3601,Result,1,50
UpdateAsync,MongoDB,1728,Result,1,50
DeleteAsync,PostgreSQL,2825,Result,1,50
DeleteAsync,MongoDB,8189,Result,1,50
DeleteAsync,PostgreSQL,14705,Athlete,1,50
DeleteAsync,MongoDB,1517,Athlete,1,50
DeleteAsync,PostgreSQL,14455,Event,1,50
DeleteAsync,MongoDB,1276,Event,1,50
DeleteAllAsync,PostgreSQL,83452,Result,177451,50
DeleteAllAsync,MongoDB,1220856,Result,177499,50
DeleteAllAsync,PostgreSQL,23281935,Athlete,86399,50
DeleteAllAsync,MongoDB,562965,Athlete,86399,50
DeleteAllAsync,PostgreSQL,1526666,Event,6949,50
DeleteAllAsync,MongoDB,43507,Event,6949,50
AddManyAsync,PostgreSQL,1116331,Athlete,86400,50
AddManyAsync,MongoDB,807804,Athlete,86400,50
AddManyAsync,PostgreSQL,171599,Event,6950,50
AddManyAsync,MongoDB,52872,Event,6950,50
AddManyAsync,PostgreSQL,4157402,Result,177500,50
AddManyAsync,MongoDB,1669499,Result,177500,50
GetByIdAsync,PostgreSQL,12525,Athlete,1,50
GetByIdAsync,MongoDB,40504,Athlete,1,50
GetByIdAsync,PostgreSQL,3422,Event,1,50
GetByIdAsync,MongoDB,4905,Event,1,50
GetByIdAsync,PostgreSQL,3536,Result,1,50
GetByIdAsync,MongoDB,4736,Result,1,50
GetAllAsync,PostgreSQL,152304,Athlete,86400,50
GetAllAsync,MongoDB,274259,Athlete,86400,50
GetAllAsync,PostgreSQL,30790,Event,6950,50
GetAllAsync,MongoDB,54642,Event,6950,50
GetAllAsync,PostgreSQL,255816,Result,177500,50
GetAllAsync,MongoDB,1689813,Result,177500,50
UpdateAsync,PostgreSQL,3718,Athlete,1,50
UpdateAsync,MongoDB,10945,Athlete,1,50
UpdateAsync,PostgreSQL,3131,Event,1,50
UpdateAsync,MongoDB,1638,Event,1,50
UpdateAsync,PostgreSQL,2974,Result,1,50
UpdateAsync,MongoDB,1507,Result,1,50
DeleteAsync,PostgreSQL,2781,Result,1,50
DeleteAsync,MongoDB,7846,Result,1,50
DeleteAsync,PostgreSQL,14466,Athlete,1,50
DeleteAsync,MongoDB,1454,Athlete,1,50
DeleteAsync,PostgreSQL,14590,Event,1,50
DeleteAsync,MongoDB,1281,Event,1,50
DeleteAllAsync,PostgreSQL,80458,Result,177451,50
DeleteAllAsync,MongoDB,1206487,Result,177499,50
DeleteAllAsync,PostgreSQL,23050450,Athlete,86399,50
DeleteAllAsync,MongoDB,544584,Athlete,86399,50
DeleteAllAsync,PostgreSQL,1494499,Event,6949,50
DeleteAllAsync,MongoDB,44075,Event,6949,50
AddManyAsync,PostgreSQL,1082839,Athlete,86400,50
AddManyAsync,MongoDB,799655,Athlete,86400,50
AddManyAsync,PostgreSQL,156174,Event,6950,50
AddManyAsync,MongoDB,54279,Event,6950,50
AddManyAsync,PostgreSQL,4098667,Result,177500,50
AddManyAsync,MongoDB,1698718,Result,177500,50
GetByIdAsync,PostgreSQL,12420,Athlete,1,50
GetByIdAsync,MongoDB,39639,Athlete,1,50
GetByIdAsync,PostgreSQL,3394,Event,1,50
GetByIdAsync,MongoDB,4103,Event,1,50
GetByIdAsync,PostgreSQL,3316,Result,1,50
GetByIdAsync,MongoDB,4621,Result,1,50
GetAllAsync,PostgreSQL,154456,Athlete,86400,50
GetAllAsync,MongoDB,308062,Athlete,86400,50
GetAllAsync,PostgreSQL,44871,Event,6950,50
GetAllAsync,MongoDB,57436,Event,6950,50
GetAllAsync,PostgreSQL,287380,Result,177500,50
GetAllAsync,MongoDB,1831012,Result,177500,50
UpdateAsync,PostgreSQL,4445,Athlete,1,50
UpdateAsync,MongoDB,12904,Athlete,1,50
UpdateAsync,PostgreSQL,3636,Event,1,50
UpdateAsync,MongoDB,1855,Event,1,50
UpdateAsync,PostgreSQL,3412,Result,1,50
UpdateAsync,MongoDB,1978,Result,1,50
DeleteAsync,PostgreSQL,3457,Result,1,50
DeleteAsync,MongoDB,7991,Result,1,50
DeleteAsync,PostgreSQL,16363,Athlete,1,50
DeleteAsync,MongoDB,1591,Athlete,1,50
DeleteAsync,PostgreSQL,15399,Event,1,50
DeleteAsync,MongoDB,1624,Event,1,50
DeleteAllAsync,PostgreSQL,81262,Result,177451,50
DeleteAllAsync,MongoDB,1302786,Result,177499,50
DeleteAllAsync,PostgreSQL,23830287,Athlete,86399,50
DeleteAllAsync,MongoDB,564433,Athlete,86399,50
DeleteAllAsync,PostgreSQL,1509338,Event,6949,50
DeleteAllAsync,MongoDB,45637,Event,6949,50
AddManyAsync,PostgreSQL,1085271,Athlete,86400,50
AddManyAsync,MongoDB,811122,Athlete,86400,50
AddManyAsync,PostgreSQL,152792,Event,6950,50
AddManyAsync,MongoDB,53016,Event,6950,50
AddManyAsync,PostgreSQL,4158302,Result,177500,50
AddManyAsync,MongoDB,1729499,Result,177500,50
GetByIdAsync,PostgreSQL,11897,Athlete,1,50
GetByIdAsync,MongoDB,40860,Athlete,1,50
GetByIdAsync,PostgreSQL,3294,Event,1,50
GetByIdAsync,MongoDB,4901,Event,1,50
GetByIdAsync,PostgreSQL,3689,Result,1,50
GetByIdAsync,MongoDB,5128,Result,1,50
GetAllAsync,PostgreSQL,169423,Athlete,86400,50
GetAllAsync,MongoDB,333802,Athlete,86400,50
GetAllAsync,PostgreSQL,52950,Event,6950,50
GetAllAsync,MongoDB,59650,Event,6950,50
GetAllAsync,PostgreSQL,302239,Result,177500,50
GetAllAsync,MongoDB,1713703,Result,177500,50
UpdateAsync,PostgreSQL,3422,Athlete,1,50
UpdateAsync,MongoDB,12446,Athlete,1,50
UpdateAsync,PostgreSQL,3295,Event,1,50
UpdateAsync,MongoDB,1586,Event,1,50
UpdateAsync,PostgreSQL,3115,Result,1,50
UpdateAsync,MongoDB,1438,Result,1,50
DeleteAsync,PostgreSQL,2880,Result,1,50
DeleteAsync,MongoDB,7081,Result,1,50
DeleteAsync,PostgreSQL,14581,Athlete,1,50
DeleteAsync,MongoDB,1352,Athlete,1,50
DeleteAsync,PostgreSQL,15145,Event,1,50
DeleteAsync,MongoDB,1245,Event,1,50
DeleteAllAsync,PostgreSQL,91789,Result,177451,50
DeleteAllAsync,MongoDB,1221353,Result,177499,50
DeleteAllAsync,PostgreSQL,25157652,Athlete,86399,50
DeleteAllAsync,MongoDB,610221,Athlete,86399,50
DeleteAllAsync,PostgreSQL,1531315,Event,6949,50
DeleteAllAsync,MongoDB,45193,Event,6949,50
AddManyAsync,PostgreSQL,1089986,Athlete,86400,50
AddManyAsync,MongoDB,808493,Athlete,86400,50
AddManyAsync,PostgreSQL,187970,Event,6950,50
AddManyAsync,MongoDB,54518,Event,6950,50
AddManyAsync,PostgreSQL,4134501,Result,177500,50
AddManyAsync,MongoDB,1691993,Result,177500,50
GetByIdAsync,PostgreSQL,13256,Athlete,1,50
GetByIdAsync,MongoDB,41177,Athlete,1,50
GetByIdAsync,PostgreSQL,3448,Event,1,50
GetByIdAsync,MongoDB,4381,Event,1,50
GetByIdAsync,PostgreSQL,3543,Result,1,50
GetByIdAsync,MongoDB,4405,Result,1,50
GetAllAsync,PostgreSQL,170733,Athlete,86400,50
GetAllAsync,MongoDB,284649,Athlete,86400,50
GetAllAsync,PostgreSQL,32527,Event,6950,50
GetAllAsync,MongoDB,60577,Event,6950,50
GetAllAsync,PostgreSQL,268639,Result,177500,50
GetAllAsync,MongoDB,1698276,Result,177500,50
UpdateAsync,PostgreSQL,4379,Athlete,1,50
UpdateAsync,MongoDB,12083,Athlete,1,50
UpdateAsync,PostgreSQL,3349,Event,1,50
UpdateAsync,MongoDB,1937,Event,1,50
UpdateAsync,PostgreSQL,3162,Result,1,50
UpdateAsync,MongoDB,1657,Result,1,50
DeleteAsync,PostgreSQL,3095,Result,1,50
DeleteAsync,MongoDB,7617,Result,1,50
DeleteAsync,PostgreSQL,15898,Athlete,1,50
DeleteAsync,MongoDB,1579,Athlete,1,50
DeleteAsync,PostgreSQL,15518,Event,1,50
DeleteAsync,MongoDB,1597,Event,1,50
DeleteAllAsync,PostgreSQL,98367,Result,177451,50
DeleteAllAsync,MongoDB,1384214,Result,177499,50
DeleteAllAsync,PostgreSQL,29632521,Athlete,86399,50
DeleteAllAsync,MongoDB,566979,Athlete,86399,50
DeleteAllAsync,PostgreSQL,2376446,Event,6949,50
DeleteAllAsync,MongoDB,44861,Event,6949,50

